sensor_id,timestamp,container_id,shipment_id,route_id,product,temperature_c,humidity_percent,vibration_level,door_status,city,gps_latitude,gps_longitude,battery_percent,network_signal,outside_temperature,rainfall_mm,wind_speed
349,2026-07-16 12:31:12,C292,SH2946,R096,Onion,3.68,63,1.04,CLOSED,Surat,23.447993,72.505926,65,Weak,19.19,23.27,18.62
350,2026-07-16 12:31:12,C465,SH4638,R060,Grapes,17.47,69,2.42,CLOSED,Delhi,23.657279,73.178007,89,Medium,35.9,13.9,20.15
351,2026-07-16 12:31:12,C130,SH2375,R057,Strawberry,11.02,72,2.05,CLOSED,Pune,21.052422,72.326702,88,Medium,32.22,21.2,13.64
352,2026-07-16 12:31:12,C233,SH7551,R025,Onion,14.15,70,4.33,CLOSED,Jaipur,21.612177,72.101267,50,Weak,37.86,35.42,20.87
353,2026-07-16 12:31:12,C482,SH2248,R085,Grapes,3.06,88,2.47,OPEN,Mumbai,22.029742,73.924858,69,Weak,29.65,27.03,12.39
354,2026-07-16 12:31:13,C435,SH3293,R071,Orange,4.46,89,5.1,CLOSED,Surat,22.991952,72.426582,74,Weak,33.13,5.71,2.23
355,2026-07-16 12:31:13,C297,SH1257,R011,Potato,13.42,68,5.35,OPEN,Pune,21.647644,70.99375,75,Weak,39.44,26.63,9.83
356,2026-07-16 12:31:13,C043,SH4851,R022,Grapes,9.88,81,3.9,CLOSED,Jaipur,23.899687,72.191431,52,Medium,20.75,34.13,4.38
357,2026-07-16 12:31:13,C002,SH6089,R085,Banana,4.87,61,0.6,CLOSED,Delhi,23.335341,71.919351,51,Strong,22.06,4.78,17.66
358,2026-07-16 12:31:14,C141,SH4709,R046,Apple,11.0,75,3.3,CLOSED,Mumbai,21.83184,73.756986,67,Strong,39.47,24.38,24.76
359,2026-07-16 12:31:14,C377,SH4826,R077,Avocado,5.89,82,3.51,CLOSED,Jaipur,21.028631,71.859137,98,Medium,37.96,19.36,9.36
360,2026-07-16 12:31:14,C324,SH7655,R086,Grapes,2.14,91,2.66,CLOSED,Delhi,22.084107,73.387906,71,Weak,31.48,13.43,3.3
361,2026-07-16 12:31:14,C081,SH7531,R035,Strawberry,8.0,68,2.42,CLOSED,Surat,20.938148,70.798833,77,Strong,41.75,32.01,18.84
362,2026-07-16 12:31:14,C379,SH8313,R019,Strawberry,2.95,67,3.99,OPEN,Pune,20.156775,73.96632,66,Weak,26.65,7.26,6.25
363,2026-07-16 12:31:15,C082,SH9571,R061,Orange,7.73,71,2.69,CLOSED,Ahmedabad,20.382888,71.511781,74,Medium,22.49,19.37,3.38
364,2026-07-16 12:31:15,C044,SH2828,R092,Avocado,8.6,60,3.39,CLOSED,Ahmedabad,20.415039,71.377833,96,Medium,28.61,5.36,7.6
365,2026-07-16 12:31:15,C446,SH2323,R054,Orange,15.62,93,3.6,CLOSED,Pune,23.53651,72.608591,100,Weak,39.32,17.68,3.1
366,2026-07-16 12:31:15,C173,SH7869,R072,Apple,7.57,76,1.2,CLOSED,Surat,20.888208,70.547054,76,Medium,26.54,8.65,5.33
367,2026-07-16 12:31:15,C212,SH3536,R066,Grapes,3.88,93,2.21,OPEN,Surat,22.22935,70.782075,99,Weak,21.86,4.42,17.37
368,2026-07-16 12:31:16,C008,SH1603,R088,Strawberry,9.12,65,2.29,OPEN,Ahmedabad,21.256466,70.502517,72,Strong,37.2,29.26,4.32
369,2026-07-16 12:31:16,C280,SH9031,R022,Avocado,3.32,80,0.83,OPEN,Ahmedabad,21.671598,71.120874,69,Weak,32.99,13.93,15.04
370,2026-07-16 12:31:16,C252,SH9670,R061,Grapes,12.79,74,3.48,OPEN,Mumbai,22.455908,73.671976,67,Strong,35.0,29.1,17.0
371,2026-07-16 12:31:16,C420,SH4115,R024,Mango,7.93,81,5.2,CLOSED,Pune,23.725019,70.32804,79,Weak,20.37,15.44,2.53
372,2026-07-16 12:31:16,C003,SH8560,R069,Potato,2.53,64,2.52,OPEN,Jaipur,23.523329,70.030892,81,Strong,41.98,33.79,5.12
373,2026-07-16 12:31:17,C258,SH1937,R051,Orange,6.96,67,4.12,OPEN,Delhi,23.943231,71.125119,44,Strong,26.71,10.33,14.61
374,2026-07-16 12:31:17,C012,SH2709,R007,Orange,3.31,64,2.09,OPEN,Delhi,23.650656,73.09167,46,Medium,36.85,26.35,3.71
375,2026-07-16 12:31:17,C460,SH2625,R057,Apple,7.95,92,5.7,CLOSED,Delhi,20.584992,73.671279,78,Weak,37.13,13.03,11.55
376,2026-07-16 12:31:17,C037,SH5984,R063,Grapes,2.84,74,0.48,CLOSED,Delhi,21.051881,70.048777,59,Medium,32.11,36.39,0.22
377,2026-07-16 12:31:17,C497,SH5727,R059,Strawberry,9.99,72,3.97,OPEN,Mumbai,23.471426,72.938548,56,Weak,32.3,9.3,2.14
378,2026-07-16 12:31:18,C345,SH9131,R025,Potato,2.83,77,2.74,OPEN,Mumbai,20.50004,73.506613,97,Medium,25.6,5.96,24.63
379,2026-07-16 12:31:18,C341,SH5304,R016,Orange,13.43,72,4.56,OPEN,Delhi,20.852533,72.606658,86,Weak,39.6,32.0,19.72
380,2026-07-16 12:31:18,C364,SH1856,R014,Strawberry,10.98,60,5.62,CLOSED,Surat,22.827195,71.62951,83,Weak,21.03,1.6,11.28
381,2026-07-16 12:31:18,C213,SH1730,R019,Apple,9.45,65,2.03,OPEN,Surat,23.15737,71.249907,61,Medium,34.96,15.29,5.57
382,2026-07-16 12:31:18,C368,SH8848,R090,Mango,10.11,74,3.6,CLOSED,Surat,23.933543,71.670632,44,Weak,27.81,6.88,23.18
383,2026-07-16 12:31:19,C334,SH1645,R046,Tomato,3.32,76,3.13,CLOSED,Jaipur,23.125825,71.678832,59,Medium,41.42,34.08,1.54
384,2026-07-16 12:31:19,C465,SH6900,R017,Mango,10.69,83,0.81,OPEN,Pune,21.365743,72.994583,75,Medium,30.61,22.66,2.38
385,2026-07-16 12:31:19,C461,SH3361,R090,Apple,11.84,79,3.41,OPEN,Surat,20.138055,73.991931,44,Medium,41.46,33.44,18.94
386,2026-07-16 12:31:19,C035,SH8614,R010,Potato,17.46,81,4.38,OPEN,Surat,22.44933,73.808453,70,Weak,24.35,12.5,19.09
387,2026-07-16 12:31:20,C330,SH6544,R094,Onion,14.55,95,1.51,OPEN,Surat,21.513315,73.753151,51,Strong,31.87,6.38,14.27
388,2026-07-16 12:31:20,C290,SH9076,R011,Avocado,14.77,62,1.69,CLOSED,Surat,21.651487,71.111085,91,Strong,26.29,19.9,1.42
389,2026-07-16 12:31:20,C333,SH1654,R068,Apple,3.34,74,1.74,OPEN,Mumbai,21.559191,71.483579,76,Medium,37.05,37.45,3.39
390,2026-07-16 12:31:20,C281,SH8401,R084,Potato,2.39,95,2.72,OPEN,Surat,22.477597,70.859691,94,Strong,21.17,7.26,22.52
391,2026-07-16 12:31:20,C384,SH8029,R035,Onion,16.44,91,4.43,CLOSED,Surat,21.390104,73.960458,99,Strong,34.28,21.23,0.11
392,2026-07-16 12:31:21,C180,SH3906,R097,Tomato,5.74,68,5.84,CLOSED,Ahmedabad,20.603732,70.68825,90,Medium,24.85,28.12,14.97
393,2026-07-16 12:31:21,C394,SH9143,R059,Orange,4.37,73,0.55,OPEN,Pune,20.29361,73.389908,48,Strong,26.33,16.23,19.92
394,2026-07-16 12:31:21,C027,SH5325,R096,Grapes,11.93,73,3.32,OPEN,Delhi,20.993828,73.092661,46,Strong,28.53,3.13,15.8
395,2026-07-16 12:31:21,C462,SH2989,R095,Onion,14.24,85,0.04,OPEN,Ahmedabad,22.234054,73.584914,54,Medium,33.62,32.36,15.64
396,2026-07-16 12:31:21,C433,SH9856,R053,Strawberry,11.04,65,2.15,CLOSED,Pune,20.398611,71.259686,51,Medium,22.98,39.56,10.68
397,2026-07-16 12:31:22,C035,SH2004,R053,Apple,14.87,69,3.4,OPEN,Ahmedabad,21.319352,71.41129,81,Weak,26.16,11.76,10.54
398,2026-07-16 12:31:22,C442,SH2952,R041,Strawberry,6.02,86,1.23,CLOSED,Jaipur,23.941811,70.448089,40,Weak,23.88,31.12,21.76
399,2026-07-16 12:31:22,C478,SH3333,R025,Potato,13.55,80,1.57,OPEN,Ahmedabad,21.941764,71.036592,77,Medium,36.81,7.59,18.76
400,2026-07-16 12:31:22,C106,SH7443,R062,Grapes,10.8,65,5.38,OPEN,Ahmedabad,21.232328,72.454584,46,Medium,25.83,0.43,13.32
401,2026-07-16 12:31:22,C267,SH8955,R095,Orange,5.89,68,0.08,CLOSED,Delhi,20.230034,72.4696,53,Weak,37.63,19.31,3.52
402,2026-07-16 12:31:23,C446,SH2709,R024,Mango,4.35,60,1.29,CLOSED,Ahmedabad,23.803456,72.730741,100,Strong,25.04,26.3,24.79
403,2026-07-16 12:31:23,C315,SH5092,R076,Strawberry,10.84,73,0.7,OPEN,Surat,21.691572,73.548705,60,Medium,23.17,3.3,23.1
404,2026-07-16 12:31:23,C290,SH4982,R002,Tomato,9.24,64,3.38,CLOSED,Jaipur,21.003416,71.332206,65,Medium,39.75,9.98,6.57
405,2026-07-16 12:31:23,C340,SH6968,R021,Orange,8.63,71,4.72,CLOSED,Delhi,20.348356,71.589065,72,Weak,23.45,13.68,11.06
406,2026-07-16 12:31:23,C303,SH2375,R080,Strawberry,8.53,94,3.59,CLOSED,Ahmedabad,20.241347,73.596759,73,Medium,32.12,3.75,6.07
407,2026-07-16 12:31:24,C461,SH2539,R016,Avocado,8.05,81,4.91,OPEN,Jaipur,23.681523,71.389767,55,Strong,18.46,1.37,7.07
408,2026-07-16 12:31:24,C164,SH3039,R046,Onion,8.54,62,0.39,CLOSED,Pune,21.524656,71.208558,69,Medium,29.23,35.38,24.34
409,2026-07-16 12:31:24,C337,SH5701,R080,Banana,2.23,81,5.62,CLOSED,Pune,21.170721,71.113895,40,Medium,30.96,13.29,6.23
410,2026-07-16 12:31:24,C076,SH7185,R094,Strawberry,10.1,93,2.68,CLOSED,Surat,23.685519,72.07129,86,Strong,35.4,27.61,23.53
411,2026-07-16 12:31:24,C115,SH3035,R097,Grapes,7.45,62,0.98,CLOSED,Mumbai,22.689373,73.162947,73,Strong,32.45,38.57,20.34
412,2026-07-16 12:31:25,C454,SH2434,R086,Potato,2.69,69,4.97,OPEN,Ahmedabad,22.521391,73.987622,67,Medium,25.13,10.1,10.9
413,2026-07-16 12:31:25,C130,SH7525,R085,Banana,10.08,69,5.58,OPEN,Mumbai,21.141585,72.224172,47,Strong,26.98,19.95,6.56
414,2026-07-16 12:31:25,C414,SH6734,R094,Mango,5.63,79,4.81,CLOSED,Mumbai,22.014935,70.683279,79,Strong,24.24,37.58,7.96
415,2026-07-16 12:31:25,C107,SH9216,R048,Banana,10.38,70,0.25,OPEN,Delhi,21.108971,70.874785,95,Strong,38.91,2.87,18.27
416,2026-07-16 12:31:25,C330,SH1141,R077,Potato,4.22,74,4.96,OPEN,Delhi,23.343462,70.666301,74,Strong,35.72,23.72,3.79
417,2026-07-16 12:31:26,C057,SH1040,R004,Mango,12.82,81,2.29,OPEN,Pune,23.530904,72.279967,55,Strong,28.36,26.94,20.61
418,2026-07-16 12:31:26,C018,SH4641,R012,Avocado,15.8,79,4.06,CLOSED,Mumbai,23.269353,73.822931,71,Medium,38.7,21.0,8.01
419,2026-07-16 12:31:26,C432,SH4375,R082,Grapes,5.1,69,5.68,CLOSED,Surat,20.652276,73.527354,64,Strong,20.41,2.09,13.76
420,2026-07-16 12:31:26,C217,SH4180,R049,Strawberry,12.82,78,5.1,OPEN,Delhi,22.515013,72.976753,49,Weak,32.49,12.55,12.04
421,2026-07-16 12:31:26,C023,SH5322,R046,Banana,15.83,74,5.67,OPEN,Surat,20.078385,73.993598,65,Medium,25.91,38.19,13.9
422,2026-07-16 12:31:27,C348,SH1172,R087,Grapes,14.38,72,4.38,OPEN,Delhi,23.317365,73.522859,85,Medium,20.16,25.74,2.65
423,2026-07-16 12:31:27,C122,SH6197,R078,Banana,15.55,60,2.19,CLOSED,Jaipur,23.627818,72.33589,87,Medium,36.95,7.98,9.89
424,2026-07-16 12:31:27,C154,SH3887,R033,Avocado,6.37,65,1.51,OPEN,Mumbai,22.720187,73.546884,78,Medium,30.65,17.36,7.94
425,2026-07-16 12:31:27,C172,SH8852,R081,Grapes,13.18,69,4.19,CLOSED,Mumbai,22.478523,71.138398,83,Weak,18.06,35.03,22.86
426,2026-07-16 12:31:28,C056,SH6724,R019,Avocado,7.12,78,5.9,OPEN,Mumbai,23.806781,71.804541,73,Weak,30.92,31.18,22.19
427,2026-07-16 12:31:28,C013,SH4377,R028,Potato,6.59,61,4.48,OPEN,Jaipur,20.301994,71.820659,76,Medium,27.21,19.67,1.05
428,2026-07-16 12:31:28,C120,SH4210,R047,Onion,9.37,86,1.74,CLOSED,Surat,21.270722,73.232829,46,Weak,23.39,8.04,1.87
429,2026-07-16 12:31:28,C489,SH3046,R006,Strawberry,12.51,66,4.81,OPEN,Pune,23.82803,72.743903,74,Medium,32.25,12.68,12.51
430,2026-07-16 12:31:28,C197,SH3731,R059,Banana,11.74,73,1.45,OPEN,Jaipur,22.235099,71.799007,43,Medium,40.02,13.63,4.17
431,2026-07-16 12:31:29,C328,SH3388,R025,Orange,7.54,93,2.87,OPEN,Ahmedabad,22.739123,73.734552,47,Medium,18.33,13.48,7.35
432,2026-07-16 12:31:29,C263,SH3204,R060,Avocado,16.26,73,5.22,OPEN,Pune,21.612326,70.0556,50,Strong,30.21,16.9,11.24
433,2026-07-16 12:31:29,C353,SH9600,R025,Avocado,8.39,70,3.14,OPEN,Surat,23.610788,70.711974,70,Medium,35.18,25.6,4.2
434,2026-07-16 12:31:29,C323,SH3730,R001,Banana,12.77,70,0.04,CLOSED,Jaipur,23.542875,70.488411,94,Medium,37.85,34.57,1.57
435,2026-07-16 12:31:29,C145,SH1935,R091,Grapes,17.18,71,1.93,OPEN,Jaipur,21.420828,72.614193,99,Weak,21.03,27.2,7.58
436,2026-07-16 12:31:30,C236,SH3093,R064,Tomato,15.3,76,3.06,OPEN,Mumbai,23.282696,71.365548,71,Medium,21.33,20.37,20.99
437,2026-07-16 12:31:30,C118,SH8249,R065,Avocado,10.11,72,1.55,OPEN,Delhi,23.27065,70.947968,59,Weak,28.88,14.42,17.77
438,2026-07-16 12:31:30,C130,SH4342,R081,Banana,10.99,71,1.04,CLOSED,Jaipur,20.828349,70.755112,92,Weak,30.26,23.14,2.63
439,2026-07-16 12:31:30,C254,SH5961,R052,Potato,17.16,75,4.17,CLOSED,Surat,22.183691,73.593128,68,Medium,29.47,2.61,24.89
440,2026-07-16 12:31:30,C058,SH9135,R053,Strawberry,6.9,84,2.63,OPEN,Jaipur,23.823634,70.427694,90,Weak,23.85,19.49,0.04
441,2026-07-16 12:31:31,C232,SH7447,R046,Orange,14.04,80,3.9,CLOSED,Ahmedabad,22.328433,71.199367,53,Medium,25.95,9.84,17.07
442,2026-07-16 12:31:31,C173,SH8673,R033,Avocado,5.56,91,3.07,OPEN,Surat,23.367115,71.866794,82,Weak,34.18,32.47,23.47
443,2026-07-16 12:31:31,C415,SH7998,R073,Onion,6.29,62,3.08,OPEN,Jaipur,23.748538,73.129539,53,Medium,19.91,13.23,9.1
444,2026-07-16 12:31:31,C214,SH5256,R026,Strawberry,10.13,87,0.55,CLOSED,Ahmedabad,20.772532,73.047577,68,Weak,41.42,33.61,3.97
445,2026-07-16 12:31:31,C135,SH1752,R083,Onion,8.85,93,4.11,CLOSED,Surat,23.963132,72.773031,64,Strong,22.41,31.96,21.22
446,2026-07-16 12:31:32,C388,SH2930,R096,Apple,12.06,91,5.4,OPEN,Pune,21.080032,72.099102,68,Medium,37.5,17.92,21.66
447,2026-07-16 12:31:32,C433,SH4630,R073,Apple,17.73,67,4.96,CLOSED,Jaipur,20.98019,73.865678,92,Weak,20.7,33.52,11.0
448,2026-07-16 12:31:32,C189,SH8010,R051,Apple,13.77,66,2.91,OPEN,Surat,21.40089,71.697513,96,Medium,39.07,33.52,15.23
449,2026-07-16 12:31:32,C421,SH7623,R025,Banana,6.3,61,4.77,CLOSED,Surat,21.444509,70.829096,51,Weak,34.74,34.57,22.61
450,2026-07-16 12:31:32,C452,SH4631,R058,Avocado,16.74,85,1.26,OPEN,Surat,23.578142,72.411044,52,Strong,35.83,36.3,6.52
451,2026-07-16 12:31:33,C014,SH7637,R057,Strawberry,14.67,87,2.97,CLOSED,Pune,23.632221,72.590925,80,Weak,21.98,3.94,2.84
452,2026-07-16 12:31:33,C195,SH5774,R022,Banana,6.55,76,0.14,CLOSED,Mumbai,21.823857,71.962104,84,Medium,20.15,35.88,14.1
453,2026-07-16 12:31:33,C189,SH1219,R095,Banana,2.76,75,5.67,CLOSED,Ahmedabad,21.668689,73.716515,89,Medium,34.69,12.02,19.83
454,2026-07-16 12:31:33,C327,SH8929,R099,Grapes,13.48,60,0.41,CLOSED,Delhi,21.273474,70.162385,91,Strong,24.51,4.62,5.09
455,2026-07-16 12:31:33,C421,SH1360,R029,Potato,16.07,60,4.44,CLOSED,Mumbai,20.658335,70.774101,93,Strong,27.46,32.5,17.06
456,2026-07-16 12:31:34,C436,SH1241,R099,Mango,11.35,86,1.91,OPEN,Surat,21.695494,71.671018,71,Weak,30.38,2.27,17.95
457,2026-07-16 12:31:34,C273,SH1030,R083,Grapes,10.43,87,5.79,CLOSED,Mumbai,21.925784,71.262452,73,Weak,34.81,8.14,13.53
458,2026-07-16 12:31:34,C053,SH6209,R028,Banana,15.6,95,3.33,OPEN,Pune,22.341829,72.823392,58,Medium,18.45,38.2,21.56
459,2026-07-16 12:31:34,C018,SH5201,R024,Orange,7.37,87,3.41,CLOSED,Surat,22.358456,73.865503,81,Strong,25.82,21.29,10.87
460,2026-07-16 12:31:35,C449,SH2700,R054,Banana,10.23,60,4.63,OPEN,Surat,22.677379,72.560055,93,Weak,33.42,4.35,20.55
461,2026-07-16 12:31:35,C473,SH3123,R097,Grapes,4.72,76,5.5,OPEN,Ahmedabad,22.877338,73.690318,90,Strong,36.89,31.89,10.41
462,2026-07-16 12:31:35,C350,SH3082,R021,Banana,3.03,70,4.37,OPEN,Surat,20.902154,72.922735,87,Strong,31.08,1.48,17.1
463,2026-07-16 12:31:35,C056,SH1840,R097,Tomato,14.92,72,3.61,OPEN,Mumbai,23.60022,71.156756,72,Strong,33.53,33.85,23.33
464,2026-07-16 12:31:35,C243,SH2337,R048,Orange,17.36,77,0.46,OPEN,Pune,21.930643,72.716833,93,Medium,31.81,19.43,5.28
465,2026-07-16 12:31:36,C093,SH3125,R007,Apple,5.41,63,0.83,CLOSED,Mumbai,21.993521,71.748495,80,Medium,41.34,2.57,7.4
466,2026-07-16 12:31:36,C294,SH5022,R099,Orange,13.63,63,1.1,CLOSED,Surat,21.871852,72.369141,66,Strong,31.18,10.86,4.77
467,2026-07-16 12:31:36,C473,SH7766,R090,Avocado,17.65,91,1.82,OPEN,Ahmedabad,22.883325,72.638967,95,Strong,26.19,3.73,6.82
468,2026-07-16 12:31:36,C225,SH4612,R014,Grapes,15.38,76,2.9,OPEN,Delhi,22.569131,71.995108,99,Weak,23.92,20.12,23.2
469,2026-07-16 12:31:36,C220,SH3440,R020,Onion,13.31,62,0.71,CLOSED,Surat,20.745573,70.895234,79,Strong,32.74,12.71,15.82
470,2026-07-16 12:31:37,C341,SH4624,R080,Avocado,11.4,66,2.5,OPEN,Mumbai,21.012363,72.735698,59,Strong,26.02,22.06,13.82
471,2026-07-16 12:31:37,C111,SH8076,R002,Avocado,15.13,86,2.56,CLOSED,Ahmedabad,22.194583,70.310169,62,Strong,39.09,22.97,7.26
472,2026-07-16 12:31:37,C359,SH1057,R084,Onion,10.34,80,1.61,OPEN,Jaipur,23.173357,72.093306,94,Weak,18.34,23.59,24.83
473,2026-07-16 12:31:37,C462,SH2025,R041,Orange,6.02,93,1.0,CLOSED,Delhi,21.115523,73.397892,44,Medium,39.82,13.38,7.83
474,2026-07-16 12:31:37,C397,SH9083,R016,Onion,6.11,80,4.89,CLOSED,Ahmedabad,21.283533,72.4993,52,Medium,23.01,6.53,20.08
475,2026-07-16 12:31:38,C416,SH2356,R035,Apple,15.58,78,5.94,OPEN,Ahmedabad,23.168375,70.349237,59,Strong,26.83,6.56,11.95
476,2026-07-16 12:31:38,C159,SH9190,R036,Strawberry,7.21,92,3.54,OPEN,Surat,21.54178,72.406274,90,Medium,39.97,13.4,16.01
477,2026-07-16 12:31:38,C297,SH5861,R012,Banana,5.54,79,3.58,CLOSED,Surat,21.543279,70.724608,40,Strong,38.79,0.79,9.46
478,2026-07-16 12:31:38,C107,SH8851,R065,Potato,14.78,84,0.58,CLOSED,Mumbai,20.191012,71.066537,81,Medium,37.11,11.84,21.58
479,2026-07-16 12:31:38,C304,SH8646,R081,Banana,9.11,72,0.03,CLOSED,Pune,21.000816,70.422177,65,Strong,20.66,6.59,21.01
480,2026-07-16 12:31:39,C248,SH4960,R090,Banana,2.76,60,5.84,OPEN,Mumbai,23.075245,71.828869,47,Strong,38.44,1.71,7.98
481,2026-07-16 12:31:39,C213,SH5849,R010,Grapes,12.9,83,5.67,OPEN,Mumbai,21.783656,71.273049,71,Medium,29.28,29.96,17.03
482,2026-07-16 12:31:39,C410,SH4787,R051,Apple,4.91,81,0.87,OPEN,Surat,20.963256,70.233015,62,Strong,34.12,14.93,6.46
483,2026-07-16 12:31:39,C126,SH7016,R074,Grapes,8.98,78,4.86,OPEN,Jaipur,20.03249,71.097689,65,Weak,26.24,13.55,18.03
484,2026-07-16 12:31:39,C005,SH1456,R066,Banana,11.79,79,2.28,OPEN,Delhi,22.962352,72.262348,76,Weak,25.59,34.3,9.24
485,2026-07-16 12:31:40,C408,SH3695,R020,Grapes,12.92,70,0.99,CLOSED,Jaipur,20.023341,71.253873,64,Medium,24.45,15.57,9.74
486,2026-07-16 12:31:40,C126,SH5458,R084,Banana,16.7,71,5.96,OPEN,Delhi,20.230892,71.228616,81,Weak,34.74,30.25,21.59
487,2026-07-16 12:31:40,C257,SH2963,R038,Potato,11.27,83,0.84,CLOSED,Pune,20.529416,70.655276,46,Weak,32.19,8.01,1.96
488,2026-07-16 12:31:40,C119,SH3003,R017,Grapes,16.54,92,2.24,CLOSED,Ahmedabad,22.51567,73.985002,55,Weak,21.31,6.2,20.21
489,2026-07-16 12:31:40,C330,SH1800,R054,Banana,3.19,65,0.59,CLOSED,Surat,23.245645,70.389979,57,Strong,20.57,7.92,10.8
490,2026-07-16 12:31:41,C362,SH4224,R077,Banana,15.19,72,3.05,OPEN,Surat,22.806193,73.808965,41,Strong,30.13,14.78,12.76
491,2026-07-16 12:31:41,C286,SH4939,R093,Tomato,9.05,78,5.3,CLOSED,Surat,21.279179,70.848462,64,Medium,32.61,14.72,13.49
492,2026-07-16 12:31:41,C458,SH7658,R027,Apple,15.73,88,3.8,OPEN,Mumbai,21.274752,70.996788,69,Strong,18.44,39.21,10.46
493,2026-07-16 12:31:41,C029,SH8122,R035,Strawberry,10.81,82,2.63,CLOSED,Jaipur,21.144424,73.731915,94,Strong,21.91,4.39,13.57
494,2026-07-16 12:31:42,C495,SH4507,R043,Tomato,10.95,86,1.96,CLOSED,Jaipur,21.044232,70.558635,92,Weak,38.26,0.06,23.48
495,2026-07-16 12:31:42,C483,SH6887,R012,Onion,9.27,86,5.68,OPEN,Mumbai,21.040245,73.552564,98,Medium,27.68,22.87,14.82
496,2026-07-16 12:31:42,C165,SH6995,R090,Apple,17.54,67,3.18,CLOSED,Pune,21.177266,71.063154,64,Weak,41.06,9.58,19.16
497,2026-07-16 12:31:42,C180,SH2729,R053,Avocado,11.36,83,3.16,CLOSED,Jaipur,20.218242,72.598825,50,Weak,23.43,31.13,1.03
498,2026-07-16 12:31:42,C103,SH3259,R088,Orange,3.66,75,1.44,OPEN,Jaipur,21.114526,72.112841,95,Strong,18.58,21.85,1.73
499,2026-07-16 12:31:43,C421,SH8620,R013,Potato,8.02,82,3.97,CLOSED,Mumbai,23.327611,72.357146,95,Medium,21.46,9.62,20.52
500,2026-07-16 12:31:43,C435,SH1073,R092,Strawberry,13.5,84,0.89,CLOSED,Surat,23.184021,73.132634,66,Strong,23.48,5.35,9.61
