sensor_id,timestamp,container_id,shipment_id,route_id,temperature_c,humidity_percent,vibration_level,door_status,gps_latitude,gps_longitude,battery_percent,network_signal
64139,2026-02-14 12:59:00,C408,SH01328,R077,3.5,62,2.2,OPEN,23.550608,73.910472,29,Strong
64140,2026-02-14 13:00:00,C095,SH04986,R018,8.7,75,5.1,OPEN,23.74815,70.427726,86,Strong
64141,2026-02-14 13:01:00,C418,SH03043,R025,5.6,77,1.4,CLOSED,23.343583,73.25255,84,Weak
64142,2026-02-14 13:02:00,C114,SH02205,R007,8.5,74,4.2,OPEN,21.284622,71.755488,54,Weak
64143,2026-02-14 13:03:00,C294,SH00362,R082,9.7,79,1.9,CLOSED,21.267326,70.968294,80,Medium
64144,2026-02-14 13:04:00,C063,SH01614,R069,14.0,62,7.1,OPEN,21.251738,72.059213,42,Weak
64145,2026-02-14 13:05:00,C452,SH03096,R006,9.4,79,5.8,CLOSED,22.259082,70.071999,44,Weak
64146,2026-02-14 13:06:00,C457,SH00855,R016,8.7,68,1.7,OPEN,22.040453,71.775238,92,Medium
64147,2026-02-14 13:07:00,C488,SH04543,R023,12.2,69,3.0,OPEN,21.812782,71.20458,87,Strong
64148,2026-02-14 13:08:00,C304,SH01240,R022,10.1,91,5.2,CLOSED,20.564186,70.995104,26,Weak
64149,2026-02-14 13:09:00,C099,SH04123,R075,3.1,85,2.6,OPEN,21.652273,70.249288,34,Medium
64150,2026-02-14 13:10:00,C195,SH04624,R082,14.8,66,6.1,CLOSED,22.267342,73.290949,37,Weak
64151,2026-02-14 13:11:00,C441,SH04576,R086,3.3,62,5.7,CLOSED,20.381637,72.835975,95,Strong
64152,2026-02-14 13:12:00,C233,SH02082,R060,13.0,72,6.0,OPEN,21.884792,70.020347,75,Weak
64153,2026-02-14 13:13:00,C261,SH00350,R078,5.8,77,1.2,OPEN,21.88333,72.14549,80,Medium
64154,2026-02-14 13:14:00,C056,SH00532,R082,13.3,76,3.6,CLOSED,20.404297,70.056574,90,Medium
64155,2026-02-14 13:15:00,C453,SH01803,R029,13.0,76,2.9,OPEN,22.933074,70.295099,40,Strong
64156,2026-02-14 13:16:00,C243,SH01269,R012,3.8,75,3.8,OPEN,20.517539,73.098105,42,Weak
64157,2026-02-14 13:17:00,C062,SH00803,R047,2.9,77,1.4,CLOSED,20.73534,73.603385,64,Medium
64158,2026-02-14 13:18:00,C127,SH04809,R048,13.7,69,2.2,OPEN,23.728973,71.364689,42,Weak
64159,2026-02-14 13:19:00,C276,SH02364,R040,3.3,95,1.8,CLOSED,20.380299,70.89774,30,Weak
64160,2026-02-14 13:20:00,C168,SH01574,R054,7.6,77,3.1,CLOSED,21.193151,73.969075,82,Strong
64161,2026-02-14 13:21:00,C468,SH03383,R081,11.3,82,5.3,CLOSED,22.306075,71.941194,20,Strong
64162,2026-02-14 13:22:00,C001,SH00791,R046,8.2,83,2.7,CLOSED,22.454366,70.531066,97,Medium
64163,2026-02-14 13:23:00,C365,SH02608,R046,6.2,83,4.0,CLOSED,23.277732,70.474181,97,Strong
64164,2026-02-14 13:24:00,C023,SH01264,R091,12.6,84,4.2,CLOSED,22.8027,72.0486,57,Strong
64165,2026-02-14 13:25:00,C276,SH03343,R090,2.4,87,4.4,CLOSED,20.336216,70.199644,87,Strong
64166,2026-02-14 13:26:00,C184,SH04917,R064,4.8,95,2.3,CLOSED,21.904146,71.149408,90,Medium
64167,2026-02-14 13:27:00,C271,SH02228,R083,11.8,93,4.6,CLOSED,20.507046,73.14277,83,Weak
64168,2026-02-14 13:28:00,C264,SH04064,R009,11.3,71,3.3,CLOSED,20.814291,71.621759,91,Weak
64169,2026-02-14 13:29:00,C153,SH02742,R073,3.9,72,5.4,CLOSED,20.420713,73.330769,96,Strong
64170,2026-02-14 13:30:00,C458,SH02021,R085,13.9,60,4.8,CLOSED,23.365392,70.916948,42,Medium
64171,2026-02-14 13:31:00,C483,SH03607,R088,8.4,75,5.8,OPEN,21.550788,72.284569,24,Medium
64172,2026-02-14 13:32:00,C453,SH04359,R040,6.9,80,7.8,OPEN,21.49943,72.169897,73,Strong
64173,2026-02-14 13:33:00,C013,SH03545,R053,12.1,60,1.1,CLOSED,23.446467,71.639028,42,Strong
64174,2026-02-14 13:34:00,C015,SH03277,R099,7.1,84,3.1,CLOSED,21.127184,70.801195,76,Medium
64175,2026-02-14 13:35:00,C418,SH04541,R006,3.3,70,3.4,OPEN,23.716425,71.068022,37,Strong
64176,2026-02-14 13:36:00,C268,SH04471,R021,5.3,87,6.8,CLOSED,21.539326,70.768435,20,Medium
64177,2026-02-14 13:37:00,C177,SH01391,R076,8.3,69,6.3,CLOSED,23.538624,71.730347,22,Strong
64178,2026-02-14 13:38:00,C258,SH04598,R012,14.2,77,6.4,CLOSED,20.562285,73.334305,85,Weak
64179,2026-02-14 13:39:00,C491,SH02071,R100,10.3,94,1.8,OPEN,21.061113,70.41981,53,Weak
64180,2026-02-14 13:40:00,C107,SH03384,R017,7.2,85,4.4,OPEN,21.191982,70.666389,61,Medium
64181,2026-02-14 13:41:00,C208,SH00965,R061,8.6,62,2.2,CLOSED,21.458242,71.315654,39,Medium
64182,2026-02-14 13:42:00,C414,SH04413,R090,3.7,65,2.7,OPEN,22.140589,70.810252,26,Strong
64183,2026-02-14 13:43:00,C195,SH00961,R008,6.2,60,3.6,CLOSED,21.997827,70.436416,96,Strong
64184,2026-02-14 13:44:00,C232,SH03192,R045,12.2,79,6.0,OPEN,20.123017,70.95263,67,Strong
64185,2026-02-14 13:45:00,C367,SH02468,R039,6.2,91,2.1,CLOSED,20.572977,72.343948,22,Weak
64186,2026-02-14 13:46:00,C046,SH02210,R098,7.6,80,2.0,CLOSED,22.931143,70.043312,59,Medium
64187,2026-02-14 13:47:00,C459,SH03914,R034,14.7,60,4.7,OPEN,22.155306,73.33587,67,Weak
64188,2026-02-14 13:48:00,C164,SH01601,R034,11.9,86,3.2,OPEN,22.843016,71.040319,46,Medium
64189,2026-02-14 13:49:00,C254,SH03741,R096,13.0,82,2.6,OPEN,23.157667,71.695732,92,Weak
64190,2026-02-14 13:50:00,C362,SH02644,R077,11.1,73,7.4,OPEN,23.360016,70.697113,35,Strong
64191,2026-02-14 13:51:00,C235,SH04029,R076,3.1,83,2.9,CLOSED,21.875093,72.55848,90,Weak
64192,2026-02-14 13:52:00,C475,SH00349,R086,14.1,76,5.3,OPEN,23.303044,72.779691,26,Weak
64193,2026-02-14 13:53:00,C311,SH04937,R091,9.7,86,6.5,OPEN,22.537898,72.360422,40,Medium
64194,2026-02-14 13:54:00,C432,SH00965,R075,6.5,81,5.5,CLOSED,20.594517,72.859624,96,Strong
64195,2026-02-14 13:55:00,C346,SH01608,R100,13.1,66,3.3,OPEN,21.905431,72.981975,96,Weak
64196,2026-02-14 13:56:00,C454,SH00537,R091,7.8,85,1.6,CLOSED,22.099113,71.869595,54,Medium
64197,2026-02-14 13:57:00,C076,SH04978,R100,6.1,77,7.7,OPEN,22.405321,71.118705,45,Medium
64198,2026-02-14 13:58:00,C442,SH01717,R066,4.9,83,3.7,CLOSED,21.970371,71.9879,30,Weak
64199,2026-02-14 13:59:00,C043,SH03323,R061,11.3,72,4.3,OPEN,20.839762,71.185448,30,Medium
64200,2026-02-14 14:00:00,C408,SH01968,R002,4.5,82,7.8,OPEN,20.71422,71.113803,68,Strong
64201,2026-02-14 14:01:00,C394,SH01136,R025,2.1,73,3.6,OPEN,23.940534,73.780283,21,Medium
64202,2026-02-14 14:02:00,C305,SH00157,R099,2.1,90,5.1,OPEN,23.399914,72.426953,84,Weak
64203,2026-02-14 14:03:00,C040,SH02362,R034,8.7,94,7.4,CLOSED,20.16075,72.074279,26,Medium
64204,2026-02-14 14:04:00,C357,SH01176,R062,12.6,72,3.1,CLOSED,20.3411,70.809846,74,Strong
64205,2026-02-14 14:05:00,C193,SH04605,R093,12.0,73,2.0,CLOSED,22.373551,72.944163,96,Strong
64206,2026-02-14 14:06:00,C117,SH01567,R048,11.7,95,2.3,CLOSED,22.10667,71.979138,60,Strong
64207,2026-02-14 14:07:00,C481,SH01584,R067,7.1,60,4.9,OPEN,22.055113,71.041162,66,Strong
64208,2026-02-14 14:08:00,C110,SH02406,R085,6.9,78,5.1,OPEN,20.265863,73.964219,22,Medium
64209,2026-02-14 14:09:00,C004,SH00320,R099,10.3,81,7.0,OPEN,21.122288,73.332271,50,Weak
64210,2026-02-14 14:10:00,C197,SH02361,R079,3.8,73,7.7,CLOSED,20.179706,73.409323,84,Strong
64211,2026-02-14 14:11:00,C459,SH00532,R051,12.4,70,1.8,CLOSED,22.207162,72.228187,23,Medium
64212,2026-02-14 14:12:00,C388,SH00684,R006,6.3,62,2.1,CLOSED,23.843,71.142339,90,Weak
64213,2026-02-14 14:13:00,C164,SH04352,R073,14.4,67,2.5,OPEN,21.932535,72.069963,34,Strong
64214,2026-02-14 14:14:00,C046,SH04754,R017,14.0,85,4.9,CLOSED,22.278532,71.326825,86,Medium
64215,2026-02-14 14:15:00,C429,SH02875,R063,9.8,83,7.0,CLOSED,22.663201,70.070388,76,Strong
64216,2026-02-14 14:16:00,C431,SH02582,R096,4.1,82,3.1,OPEN,22.758082,72.178552,65,Medium
64217,2026-02-14 14:17:00,C125,SH03124,R009,14.5,90,5.1,CLOSED,21.637299,73.964106,25,Weak
64218,2026-02-14 14:18:00,C432,SH02782,R012,6.0,67,6.8,OPEN,22.628177,72.146513,75,Weak
64219,2026-02-14 14:19:00,C401,SH03274,R021,8.3,92,3.1,CLOSED,22.806108,72.168675,88,Weak
64220,2026-02-14 14:20:00,C327,SH00472,R022,9.5,80,3.2,OPEN,23.503259,70.902288,86,Weak
64221,2026-02-14 14:21:00,C428,SH02854,R070,11.0,65,7.0,CLOSED,22.394474,73.188624,57,Medium
64222,2026-02-14 14:22:00,C477,SH02955,R028,8.6,80,1.6,OPEN,23.263315,72.061048,97,Strong
64223,2026-02-14 14:23:00,C442,SH02881,R004,3.9,86,6.1,OPEN,22.319283,72.673464,65,Strong
64224,2026-02-14 14:24:00,C002,SH00430,R023,10.1,86,4.1,OPEN,22.623627,72.220784,76,Strong
64225,2026-02-14 14:25:00,C048,SH02281,R071,11.0,69,5.3,OPEN,22.05037,73.473794,36,Medium
64226,2026-02-14 14:26:00,C103,SH00214,R095,2.2,86,2.2,CLOSED,21.317094,70.28961,98,Medium
64227,2026-02-14 14:27:00,C051,SH04258,R021,2.1,65,5.3,CLOSED,20.549872,72.02347,41,Weak
64228,2026-02-14 14:28:00,C395,SH03787,R076,9.1,93,1.5,OPEN,20.747519,72.252393,87,Medium
64229,2026-02-14 14:29:00,C425,SH00069,R084,4.8,87,4.8,OPEN,21.662384,71.201655,95,Weak
64230,2026-02-14 14:30:00,C272,SH02092,R008,2.0,76,7.6,OPEN,20.892663,72.372296,49,Medium
64231,2026-02-14 14:31:00,C484,SH04214,R063,7.2,80,7.1,OPEN,20.505553,71.66303,95,Medium
64232,2026-02-14 14:32:00,C492,SH01083,R051,5.6,92,5.9,OPEN,23.874575,70.218516,35,Weak
64233,2026-02-14 14:33:00,C240,SH01470,R007,4.4,73,5.6,OPEN,20.546857,72.595072,53,Strong
64234,2026-02-14 14:34:00,C148,SH04606,R040,9.5,75,7.2,CLOSED,22.792071,72.361552,98,Weak
64235,2026-02-14 14:35:00,C069,SH02879,R095,10.0,71,6.1,OPEN,22.400999,72.283045,67,Medium
64236,2026-02-14 14:36:00,C024,SH01133,R082,5.7,87,2.5,OPEN,20.846491,73.404038,81,Weak
64237,2026-02-14 14:37:00,C178,SH01278,R043,9.3,95,3.0,OPEN,23.221883,70.842864,69,Weak
64238,2026-02-14 14:38:00,C367,SH02306,R035,8.1,67,6.4,CLOSED,20.187714,70.241324,47,Medium
64239,2026-02-14 14:39:00,C031,SH03453,R004,11.8,88,4.5,OPEN,20.965302,72.417115,36,Weak
64240,2026-02-14 14:40:00,C487,SH02895,R001,6.2,95,4.4,CLOSED,20.553725,70.307669,77,Medium
64241,2026-02-14 14:41:00,C264,SH01019,R023,13.1,83,3.8,OPEN,20.398578,71.830527,94,Weak
64242,2026-02-14 14:42:00,C046,SH00706,R040,11.2,64,6.9,CLOSED,23.574347,73.644245,95,Weak
64243,2026-02-14 14:43:00,C218,SH01325,R060,10.0,68,4.5,OPEN,23.796585,71.494749,53,Medium
64244,2026-02-14 14:44:00,C092,SH01454,R012,4.4,66,2.9,CLOSED,23.579341,72.06558,54,Weak
64245,2026-02-14 14:45:00,C231,SH04479,R071,9.2,67,3.2,OPEN,20.909163,73.897593,28,Weak
64246,2026-02-14 14:46:00,C464,SH04881,R002,6.3,79,2.7,CLOSED,21.074275,72.070982,31,Weak
64247,2026-02-14 14:47:00,C234,SH04003,R069,13.8,78,2.7,OPEN,22.831565,70.742377,84,Medium
64248,2026-02-14 14:48:00,C127,SH01542,R045,8.2,79,2.3,CLOSED,21.468221,70.183319,69,Medium
64249,2026-02-14 14:49:00,C013,SH04021,R086,14.1,87,3.9,OPEN,22.720566,72.864015,34,Strong
64250,2026-02-14 14:50:00,C316,SH00119,R064,6.9,85,5.9,CLOSED,21.966311,71.941026,79,Strong
64251,2026-02-14 14:51:00,C375,SH00246,R056,12.3,71,5.9,OPEN,21.848003,73.07253,56,Strong
64252,2026-02-14 14:52:00,C342,SH02500,R009,10.5,64,7.5,OPEN,22.049149,70.797597,54,Medium
64253,2026-02-14 14:53:00,C459,SH00120,R011,6.8,95,3.3,OPEN,23.132778,71.093746,52,Medium
64254,2026-02-14 14:54:00,C391,SH02319,R085,2.5,70,7.5,CLOSED,21.080646,73.732413,54,Weak
64255,2026-02-14 14:55:00,C147,SH02057,R087,4.2,92,3.8,OPEN,20.268997,70.186998,64,Strong
64256,2026-02-14 14:56:00,C256,SH00793,R087,11.1,63,4.2,CLOSED,21.215871,71.845733,95,Weak
64257,2026-02-14 14:57:00,C246,SH03525,R056,3.7,65,2.9,CLOSED,20.409852,72.476223,32,Strong
64258,2026-02-14 14:58:00,C215,SH01708,R056,4.6,87,1.1,CLOSED,23.066682,72.024723,53,Weak
64259,2026-02-14 14:59:00,C051,SH01282,R025,14.0,72,7.6,CLOSED,21.373619,73.826955,68,Weak
64260,2026-02-14 15:00:00,C080,SH02915,R082,14.2,80,1.1,OPEN,20.58074,71.601043,57,Strong
64261,2026-02-14 15:01:00,C095,SH02777,R088,8.7,72,5.5,CLOSED,21.995397,70.867892,92,Medium
64262,2026-02-14 15:02:00,C040,SH01765,R083,14.6,95,3.7,OPEN,23.136272,72.244241,60,Strong
64263,2026-02-14 15:03:00,C346,SH01658,R098,5.2,82,6.1,CLOSED,20.743555,72.878711,34,Weak
64264,2026-02-14 15:04:00,C007,SH02287,R088,4.8,66,1.4,CLOSED,22.153901,73.638711,79,Weak
64265,2026-02-14 15:05:00,C171,SH03467,R041,8.2,95,4.7,CLOSED,20.194467,71.517693,33,Strong
64266,2026-02-14 15:06:00,C105,SH00011,R100,4.4,92,5.9,OPEN,22.015754,70.041485,87,Strong
64267,2026-02-14 15:07:00,C342,SH00154,R076,3.5,60,1.1,OPEN,23.934728,73.795999,65,Medium
64268,2026-02-14 15:08:00,C333,SH03854,R093,14.6,72,7.3,CLOSED,20.979475,72.759077,73,Weak
64269,2026-02-14 15:09:00,C282,SH02872,R076,11.7,80,7.7,OPEN,20.779311,71.808703,63,Strong
64270,2026-02-14 15:10:00,C483,SH03576,R029,4.8,66,2.6,CLOSED,21.29313,73.961228,100,Medium
64271,2026-02-14 15:11:00,C109,SH03677,R067,14.9,88,6.6,CLOSED,21.576609,73.477163,36,Strong
64272,2026-02-14 15:12:00,C367,SH04501,R030,10.6,78,5.7,CLOSED,21.108727,72.660699,94,Strong
64273,2026-02-14 15:13:00,C399,SH00791,R077,2.5,95,5.7,CLOSED,21.272175,73.385362,35,Strong
64274,2026-02-14 15:14:00,C175,SH00429,R023,10.8,93,5.0,CLOSED,20.690548,70.309395,30,Medium
64275,2026-02-14 15:15:00,C062,SH03412,R072,4.2,73,4.4,CLOSED,21.570637,72.602422,68,Medium
64276,2026-02-14 15:16:00,C376,SH02731,R060,8.9,73,4.4,OPEN,22.526399,72.274087,97,Weak
64277,2026-02-14 15:17:00,C087,SH01802,R062,9.5,77,2.2,CLOSED,21.543771,71.942989,39,Weak
64278,2026-02-14 15:18:00,C142,SH04097,R051,13.4,87,3.7,CLOSED,21.193217,73.295616,96,Strong
64279,2026-02-14 15:19:00,C080,SH02218,R081,8.2,88,3.8,OPEN,20.101274,70.885454,57,Weak
64280,2026-02-14 15:20:00,C416,SH02291,R089,5.1,62,1.8,OPEN,23.453286,70.669423,42,Weak
64281,2026-02-14 15:21:00,C231,SH02489,R080,6.8,82,2.1,CLOSED,23.098359,70.500407,73,Strong
64282,2026-02-14 15:22:00,C245,SH00822,R006,12.4,80,6.4,OPEN,21.681468,70.210906,46,Medium
64283,2026-02-14 15:23:00,C038,SH01433,R008,13.2,71,2.5,CLOSED,23.852997,72.247114,35,Medium
64284,2026-02-14 15:24:00,C241,SH01156,R052,8.9,65,4.4,CLOSED,21.651347,73.324406,65,Strong
64285,2026-02-14 15:25:00,C230,SH04379,R070,4.1,89,6.1,OPEN,23.24331,71.036798,59,Weak
64286,2026-02-14 15:26:00,C281,SH02605,R005,6.9,85,4.9,OPEN,22.012154,71.693012,54,Weak
64287,2026-02-14 15:27:00,C035,SH04873,R059,8.4,78,1.4,CLOSED,20.227968,73.347993,73,Medium
64288,2026-02-14 15:28:00,C291,SH02405,R023,8.3,83,3.6,CLOSED,20.578878,73.876283,94,Strong
64289,2026-02-14 15:29:00,C039,SH04127,R042,10.5,79,5.4,OPEN,20.112804,72.439949,49,Medium
64290,2026-02-14 15:30:00,C483,SH04081,R065,10.7,83,3.5,OPEN,21.148877,72.208375,89,Weak
64291,2026-02-14 15:31:00,C499,SH00500,R034,4.1,89,3.0,OPEN,20.32748,71.02387,79,Medium
64292,2026-02-14 15:32:00,C483,SH03106,R017,6.6,68,3.8,OPEN,21.250329,73.419291,88,Weak
64293,2026-02-14 15:33:00,C245,SH03747,R071,6.1,77,8.0,CLOSED,22.11111,72.476864,100,Medium
64294,2026-02-14 15:34:00,C287,SH03619,R021,8.6,88,5.8,CLOSED,21.179258,70.293454,86,Strong
64295,2026-02-14 15:35:00,C225,SH00536,R015,11.7,69,3.4,OPEN,20.09359,72.892386,98,Medium
64296,2026-02-14 15:36:00,C273,SH01082,R096,4.0,64,1.5,OPEN,22.086596,73.141926,88,Medium
64297,2026-02-14 15:37:00,C427,SH04047,R009,2.3,68,7.4,CLOSED,22.62338,73.301974,58,Strong
64298,2026-02-14 15:38:00,C323,SH01992,R064,7.8,63,3.4,CLOSED,21.220902,72.072423,70,Strong
64299,2026-02-14 15:39:00,C496,SH01026,R083,11.6,84,2.1,CLOSED,22.879483,71.182401,81,Weak
64300,2026-02-14 15:40:00,C276,SH00311,R072,7.5,81,7.2,OPEN,22.794081,70.450581,34,Weak
64301,2026-02-14 15:41:00,C249,SH04396,R099,13.6,89,7.5,OPEN,21.454965,72.037933,36,Strong
64302,2026-02-14 15:42:00,C381,SH04088,R020,12.5,75,4.2,OPEN,23.600944,71.446097,23,Medium
64303,2026-02-14 15:43:00,C465,SH02233,R057,14.9,81,2.2,CLOSED,20.174538,70.413142,94,Strong
64304,2026-02-14 15:44:00,C083,SH03083,R088,11.2,62,7.6,CLOSED,23.466022,71.92951,20,Medium
64305,2026-02-14 15:45:00,C355,SH00599,R070,7.8,69,2.7,OPEN,22.68219,73.379532,33,Medium
64306,2026-02-14 15:46:00,C150,SH02959,R049,7.1,82,3.4,CLOSED,21.164285,72.55465,77,Strong
64307,2026-02-14 15:47:00,C343,SH02651,R023,10.3,94,6.5,OPEN,20.285881,73.471472,94,Strong
64308,2026-02-14 15:48:00,C048,SH02878,R049,8.3,79,3.8,OPEN,22.312016,72.309855,34,Weak
64309,2026-02-14 15:49:00,C385,SH01415,R097,7.3,81,6.9,OPEN,22.960271,73.220072,55,Weak
64310,2026-02-14 15:50:00,C462,SH00458,R067,12.6,71,2.9,CLOSED,20.489169,71.567962,57,Strong
64311,2026-02-14 15:51:00,C341,SH03446,R071,11.5,83,4.3,CLOSED,20.430217,70.639484,100,Medium
64312,2026-02-14 15:52:00,C236,SH04421,R069,4.5,62,5.2,OPEN,23.54087,73.509943,41,Weak
64313,2026-02-14 15:53:00,C189,SH01722,R006,10.0,93,5.2,CLOSED,23.992812,73.647151,21,Medium
64314,2026-02-14 15:54:00,C468,SH01203,R070,9.5,63,6.7,OPEN,21.355206,72.19033,47,Medium
64315,2026-02-14 15:55:00,C022,SH01770,R037,5.5,79,7.9,CLOSED,21.599684,72.381778,52,Weak
64316,2026-02-14 15:56:00,C471,SH04490,R015,11.7,91,2.8,CLOSED,21.880189,71.871387,41,Weak
64317,2026-02-14 15:57:00,C025,SH00568,R043,8.3,72,3.3,CLOSED,20.532704,73.001195,79,Weak
64318,2026-02-14 15:58:00,C030,SH02014,R050,7.9,63,5.4,CLOSED,22.667982,72.554751,46,Weak
64319,2026-02-14 15:59:00,C266,SH02195,R018,13.0,81,1.9,CLOSED,21.946372,70.465352,100,Weak
64320,2026-02-14 16:00:00,C499,SH01822,R083,14.8,70,3.2,OPEN,21.43851,73.555533,35,Weak
64321,2026-02-14 16:01:00,C443,SH03550,R046,12.6,84,4.4,CLOSED,22.449266,72.292947,62,Medium
64322,2026-02-14 16:02:00,C489,SH03348,R080,10.7,61,1.9,OPEN,20.878578,71.357405,94,Weak
64323,2026-02-14 16:03:00,C398,SH00991,R019,7.0,78,5.6,CLOSED,22.366875,73.447477,31,Medium
64324,2026-02-14 16:04:00,C471,SH04967,R089,13.6,75,1.4,CLOSED,23.447353,73.826653,20,Weak
64325,2026-02-14 16:05:00,C040,SH04224,R037,3.3,78,6.9,CLOSED,23.723464,73.825508,72,Medium
64326,2026-02-14 16:06:00,C163,SH03312,R065,7.3,70,7.4,CLOSED,21.161269,70.901173,87,Strong
64327,2026-02-14 16:07:00,C325,SH00809,R048,8.9,67,2.2,OPEN,20.134063,70.055002,96,Medium
64328,2026-02-14 16:08:00,C323,SH04377,R004,5.4,72,1.4,CLOSED,22.788783,71.386418,85,Weak
64329,2026-02-14 16:09:00,C040,SH01352,R082,8.0,94,3.5,OPEN,20.247869,72.914237,92,Weak
64330,2026-02-14 16:10:00,C130,SH00876,R045,12.5,69,1.3,CLOSED,22.578119,72.597558,87,Medium
64331,2026-02-14 16:11:00,C448,SH01042,R014,10.6,67,1.6,CLOSED,21.41413,73.650535,21,Medium
64332,2026-02-14 16:12:00,C343,SH00326,R050,8.5,68,5.4,CLOSED,21.239385,72.228009,86,Strong
64333,2026-02-14 16:13:00,C352,SH00589,R036,3.1,71,4.3,OPEN,21.646537,72.631732,40,Medium
64334,2026-02-14 16:14:00,C096,SH04233,R099,9.1,84,5.1,OPEN,21.860064,71.542625,78,Weak
64335,2026-02-14 16:15:00,C195,SH02535,R096,5.9,65,1.3,CLOSED,22.002379,73.154785,75,Weak
64336,2026-02-14 16:16:00,C217,SH01663,R099,7.0,82,5.3,OPEN,22.536191,73.828478,49,Medium
64337,2026-02-14 16:17:00,C435,SH02810,R041,5.1,68,4.1,OPEN,21.587294,72.895798,53,Weak
64338,2026-02-14 16:18:00,C303,SH03191,R016,13.6,93,4.9,OPEN,20.299843,70.884878,84,Weak
64339,2026-02-14 16:19:00,C315,SH01996,R088,10.0,63,7.8,OPEN,20.002969,73.235968,88,Weak
64340,2026-02-14 16:20:00,C135,SH00782,R076,12.5,82,2.3,CLOSED,20.412338,73.0445,85,Strong
64341,2026-02-14 16:21:00,C043,SH00195,R031,6.7,83,4.1,CLOSED,23.69599,70.564689,40,Weak
64342,2026-02-14 16:22:00,C002,SH01487,R011,13.4,85,4.9,CLOSED,23.619976,70.73544,20,Weak
64343,2026-02-14 16:23:00,C411,SH00540,R035,12.3,78,4.3,OPEN,23.939486,70.426302,55,Medium
64344,2026-02-14 16:24:00,C339,SH02642,R036,14.4,87,1.4,OPEN,21.070813,72.523972,72,Medium
64345,2026-02-14 16:25:00,C462,SH04445,R056,9.4,60,1.7,OPEN,23.027741,71.576452,20,Medium
64346,2026-02-14 16:26:00,C149,SH03985,R044,13.7,94,5.5,CLOSED,21.2102,70.262264,77,Strong
64347,2026-02-14 16:27:00,C209,SH03689,R058,12.5,60,5.3,OPEN,23.582038,70.515377,66,Weak
64348,2026-02-14 16:28:00,C354,SH03217,R053,10.5,71,6.9,OPEN,22.647856,71.973339,85,Medium
64349,2026-02-14 16:29:00,C055,SH00604,R033,11.0,82,7.5,OPEN,22.824791,70.886313,30,Strong
64350,2026-02-14 16:30:00,C427,SH02004,R079,12.1,66,5.3,CLOSED,23.530731,72.956337,86,Medium
64351,2026-02-14 16:31:00,C226,SH02892,R060,12.2,76,3.4,CLOSED,21.878022,71.61307,56,Weak
64352,2026-02-14 16:32:00,C191,SH01676,R056,4.1,60,4.9,CLOSED,22.777097,73.364705,30,Medium
64353,2026-02-14 16:33:00,C245,SH03585,R067,14.1,86,5.2,OPEN,23.118795,71.604975,90,Weak
64354,2026-02-14 16:34:00,C481,SH00564,R057,9.0,63,1.4,OPEN,22.713324,70.145186,100,Strong
64355,2026-02-14 16:35:00,C228,SH01616,R027,12.8,62,1.9,CLOSED,23.693684,70.578482,48,Weak
64356,2026-02-14 16:36:00,C035,SH02497,R075,12.4,63,5.5,OPEN,21.365579,72.346262,22,Medium
64357,2026-02-14 16:37:00,C066,SH04932,R067,4.7,83,5.3,CLOSED,23.669207,73.692331,80,Strong
64358,2026-02-14 16:38:00,C393,SH01623,R069,13.3,74,1.8,OPEN,21.666433,72.796522,38,Medium
64359,2026-02-14 16:39:00,C099,SH04454,R029,7.1,92,2.7,CLOSED,21.130703,72.14977,96,Strong
64360,2026-02-14 16:40:00,C076,SH00973,R079,14.9,92,6.5,OPEN,20.434023,72.957951,39,Strong
64361,2026-02-14 16:41:00,C018,SH02915,R016,10.1,82,2.9,CLOSED,20.627236,71.50511,95,Weak
64362,2026-02-14 16:42:00,C152,SH04287,R093,13.6,80,6.6,CLOSED,22.262016,72.776574,66,Weak
64363,2026-02-14 16:43:00,C335,SH04840,R024,13.9,88,2.4,OPEN,23.0621,71.211006,57,Strong
64364,2026-02-14 16:44:00,C394,SH00497,R093,4.6,75,7.6,OPEN,20.152854,73.200589,51,Strong
64365,2026-02-14 16:45:00,C176,SH00438,R096,12.3,65,7.7,OPEN,22.778664,71.134923,92,Medium
64366,2026-02-14 16:46:00,C494,SH00758,R004,9.9,80,3.2,CLOSED,22.164896,70.697914,52,Weak
64367,2026-02-14 16:47:00,C397,SH04669,R098,4.4,87,3.4,CLOSED,22.251542,73.407893,60,Medium
64368,2026-02-14 16:48:00,C238,SH01665,R074,4.1,89,4.4,CLOSED,23.297118,73.451803,83,Medium
64369,2026-02-14 16:49:00,C272,SH02374,R095,4.3,90,4.5,OPEN,21.466374,73.067129,47,Medium
64370,2026-02-14 16:50:00,C132,SH01984,R033,3.3,89,3.4,OPEN,20.310415,70.376467,83,Medium
64371,2026-02-14 16:51:00,C433,SH04714,R023,5.7,88,2.8,CLOSED,21.234204,72.157256,86,Strong
64372,2026-02-14 16:52:00,C386,SH00221,R072,13.2,94,2.8,CLOSED,22.93254,70.664128,30,Weak
64373,2026-02-14 16:53:00,C142,SH00016,R099,2.4,69,6.5,CLOSED,22.978833,73.06427,41,Strong
64374,2026-02-14 16:54:00,C287,SH03331,R091,12.0,71,2.3,OPEN,22.30588,70.888098,87,Strong
64375,2026-02-14 16:55:00,C342,SH03768,R014,14.8,69,7.1,CLOSED,21.856595,73.844156,87,Medium
64376,2026-02-14 16:56:00,C123,SH04397,R083,4.5,83,4.4,CLOSED,21.285149,72.323427,60,Weak
