shipment_id,container_id,product_id,quantity_kg,origin_city,destination_city,dispatch_time,expected_delivery,driver_id,transport_company
SH02183,C281,AVO001,1785,Bengaluru,Nagpur,2026-04-01 23:00:00,2026-04-03 09:00:00,D0790,BlueLog
SH02184,C128,AVO001,585,Bengaluru,Nagpur,2026-04-02 00:00:00,2026-04-02 19:00:00,D0063,TransGo
SH02185,C320,AVO001,1937,Delhi,Bengaluru,2026-04-02 01:00:00,2026-04-03 12:00:00,D0565,TransGo
SH02186,C376,AVO001,760,Ahmedabad,Ahmedabad,2026-04-02 02:00:00,2026-04-02 19:00:00,D0433,BlueLog
SH02187,C167,AVO001,759,Nagpur,Mumbai,2026-04-02 03:00:00,2026-04-02 18:00:00,D0522,BlueLog
SH02188,C293,AVO001,642,Delhi,Pune,2026-04-02 04:00:00,2026-04-02 19:00:00,D0272,TransGo
SH02189,C463,AVO001,1500,Nagpur,Bengaluru,2026-04-02 05:00:00,2026-04-03 07:00:00,D0702,FastMove
SH02190,C001,AVO001,765,Delhi,Indore,2026-04-02 06:00:00,2026-04-03 03:00:00,D0620,FastMove
SH02191,C320,AVO001,720,Pune,Ahmedabad,2026-04-02 07:00:00,2026-04-03 07:00:00,D0379,TransGo
SH02192,C337,AVO001,1921,Pune,Indore,2026-04-02 08:00:00,2026-04-03 06:00:00,D0374,FastMove
SH02193,C051,AVO001,1403,Jaipur,Bengaluru,2026-04-02 09:00:00,2026-04-03 01:00:00,D0618,TransGo
SH02194,C489,AVO001,582,Surat,Delhi,2026-04-02 10:00:00,2026-04-03 06:00:00,D0102,BlueLog
SH02195,C179,AVO001,879,Surat,Mumbai,2026-04-02 11:00:00,2026-04-03 13:00:00,D0017,TransGo
SH02196,C272,AVO001,1473,Surat,Nagpur,2026-04-02 12:00:00,2026-04-03 03:00:00,D0467,TransGo
SH02197,C086,AVO001,1052,Jaipur,Mumbai,2026-04-02 13:00:00,2026-04-03 00:00:00,D0051,TransGo
SH02198,C061,AVO001,1645,Delhi,Ahmedabad,2026-04-02 14:00:00,2026-04-03 14:00:00,D0224,FastMove
SH02199,C435,AVO001,1459,Pune,Delhi,2026-04-02 15:00:00,2026-04-04 03:00:00,D0056,FastMove
SH02200,C057,AVO001,948,Mumbai,Delhi,2026-04-02 16:00:00,2026-04-04 04:00:00,D0130,FastMove
SH02201,C331,AVO001,2000,Indore,Surat,2026-04-02 17:00:00,2026-04-03 09:00:00,D0079,BlueLog
SH02202,C051,AVO001,1104,Pune,Mumbai,2026-04-02 18:00:00,2026-04-03 22:00:00,D0034,TransGo
SH02203,C028,AVO001,907,Delhi,Mumbai,2026-04-02 19:00:00,2026-04-03 21:00:00,D0447,TransGo
SH02204,C459,AVO001,1633,Nagpur,Indore,2026-04-02 20:00:00,2026-04-03 11:00:00,D0600,TransGo
SH02205,C033,AVO001,559,Vadodara,Surat,2026-04-02 21:00:00,2026-04-04 06:00:00,D0652,TransGo
SH02206,C135,AVO001,663,Ahmedabad,Indore,2026-04-02 22:00:00,2026-04-03 17:00:00,D0293,TransGo
SH02207,C362,AVO001,1113,Vadodara,Bengaluru,2026-04-02 23:00:00,2026-04-03 22:00:00,D0596,TransGo
SH02208,C305,AVO001,1073,Nagpur,Mumbai,2026-04-03 00:00:00,2026-04-04 05:00:00,D0356,FastMove
SH02209,C484,AVO001,1785,Jaipur,Mumbai,2026-04-03 01:00:00,2026-04-04 03:00:00,D0013,BlueLog
SH02210,C018,AVO001,659,Pune,Jaipur,2026-04-03 02:00:00,2026-04-04 00:00:00,D0347,BlueLog
SH02211,C053,AVO001,966,Pune,Bengaluru,2026-04-03 03:00:00,2026-04-04 07:00:00,D0046,FastMove
SH02212,C494,AVO001,967,Jaipur,Mumbai,2026-04-03 04:00:00,2026-04-04 01:00:00,D0329,BlueLog
SH02213,C132,AVO001,1570,Mumbai,Ahmedabad,2026-04-03 05:00:00,2026-04-03 17:00:00,D0039,FastMove
SH02214,C129,AVO001,1893,Jaipur,Bengaluru,2026-04-03 06:00:00,2026-04-04 16:00:00,D0164,TransGo
SH02215,C066,AVO001,1047,Bengaluru,Surat,2026-04-03 07:00:00,2026-04-04 07:00:00,D0365,FastMove
SH02216,C038,AVO001,1426,Pune,Bengaluru,2026-04-03 08:00:00,2026-04-04 04:00:00,D0265,FastMove
SH02217,C497,AVO001,1163,Indore,Ahmedabad,2026-04-03 09:00:00,2026-04-04 15:00:00,D0093,FastMove
SH02218,C241,AVO001,1916,Delhi,Vadodara,2026-04-03 10:00:00,2026-04-04 13:00:00,D0136,FastMove
SH02219,C352,AVO001,1919,Surat,Jaipur,2026-04-03 11:00:00,2026-04-03 22:00:00,D0749,TransGo
SH02220,C376,AVO001,640,Bengaluru,Indore,2026-04-03 12:00:00,2026-04-05 00:00:00,D0514,TransGo
SH02221,C428,AVO001,1426,Ahmedabad,Vadodara,2026-04-03 13:00:00,2026-04-04 13:00:00,D0283,TransGo
SH02222,C225,AVO001,907,Vadodara,Indore,2026-04-03 14:00:00,2026-04-04 19:00:00,D0093,BlueLog
SH02223,C094,AVO001,1623,Ahmedabad,Delhi,2026-04-03 15:00:00,2026-04-04 19:00:00,D0280,BlueLog
SH02224,C426,AVO001,633,Nagpur,Pune,2026-04-03 16:00:00,2026-04-05 04:00:00,D0663,BlueLog
SH02225,C288,AVO001,1356,Surat,Pune,2026-04-03 17:00:00,2026-04-04 05:00:00,D0692,BlueLog
SH02226,C411,AVO001,1199,Ahmedabad,Delhi,2026-04-03 18:00:00,2026-04-04 16:00:00,D0346,TransGo
SH02227,C472,AVO001,1477,Mumbai,Bengaluru,2026-04-03 19:00:00,2026-04-05 02:00:00,D0776,BlueLog
SH02228,C125,AVO001,1451,Mumbai,Bengaluru,2026-04-03 20:00:00,2026-04-04 13:00:00,D0746,TransGo
SH02229,C412,AVO001,976,Jaipur,Surat,2026-04-03 21:00:00,2026-04-04 14:00:00,D0564,TransGo
SH02230,C199,AVO001,719,Jaipur,Surat,2026-04-03 22:00:00,2026-04-04 22:00:00,D0609,TransGo
SH02231,C149,AVO001,1619,Surat,Vadodara,2026-04-03 23:00:00,2026-04-05 07:00:00,D0064,FastMove
SH02232,C106,AVO001,1270,Bengaluru,Jaipur,2026-04-04 00:00:00,2026-04-04 21:00:00,D0249,FastMove
SH02233,C118,AVO001,681,Surat,Mumbai,2026-04-04 01:00:00,2026-04-04 19:00:00,D0208,BlueLog
SH02234,C311,AVO001,822,Indore,Delhi,2026-04-04 02:00:00,2026-04-04 19:00:00,D0532,FastMove
SH02235,C186,AVO001,1367,Surat,Bengaluru,2026-04-04 03:00:00,2026-04-05 00:00:00,D0559,TransGo
SH02236,C030,AVO001,726,Bengaluru,Jaipur,2026-04-04 04:00:00,2026-04-05 03:00:00,D0476,TransGo
SH02237,C495,AVO001,542,Mumbai,Surat,2026-04-04 05:00:00,2026-04-05 08:00:00,D0515,TransGo
SH02238,C163,AVO001,796,Nagpur,Delhi,2026-04-04 06:00:00,2026-04-04 19:00:00,D0483,TransGo
SH02239,C021,AVO001,1628,Delhi,Ahmedabad,2026-04-04 07:00:00,2026-04-04 18:00:00,D0798,TransGo
SH02240,C459,AVO001,774,Bengaluru,Nagpur,2026-04-04 08:00:00,2026-04-04 23:00:00,D0371,BlueLog
SH02241,C037,AVO001,1455,Jaipur,Nagpur,2026-04-04 09:00:00,2026-04-05 04:00:00,D0646,TransGo
SH02242,C298,AVO001,1160,Vadodara,Nagpur,2026-04-04 10:00:00,2026-04-05 14:00:00,D0300,FastMove
SH02243,C065,AVO001,1791,Ahmedabad,Nagpur,2026-04-04 11:00:00,2026-04-05 22:00:00,D0258,TransGo
SH02244,C162,AVO001,1155,Delhi,Nagpur,2026-04-04 12:00:00,2026-04-05 04:00:00,D0083,TransGo
SH02245,C121,AVO001,616,Mumbai,Surat,2026-04-04 13:00:00,2026-04-06 01:00:00,D0418,FastMove
SH02246,C420,AVO001,1095,Surat,Vadodara,2026-04-04 14:00:00,2026-04-05 13:00:00,D0437,FastMove
SH02247,C244,AVO001,1534,Indore,Indore,2026-04-04 15:00:00,2026-04-05 16:00:00,D0108,FastMove
SH02248,C121,AVO001,1784,Mumbai,Nagpur,2026-04-04 16:00:00,2026-04-06 01:00:00,D0383,FastMove
SH02249,C388,AVO001,779,Jaipur,Vadodara,2026-04-04 17:00:00,2026-04-05 03:00:00,D0652,TransGo
SH02250,C203,AVO001,1391,Vadodara,Vadodara,2026-04-04 18:00:00,2026-04-06 06:00:00,D0503,FastMove
SH02251,C449,AVO001,1687,Ahmedabad,Delhi,2026-04-04 19:00:00,2026-04-06 02:00:00,D0324,FastMove
SH02252,C039,AVO001,1928,Pune,Indore,2026-04-04 20:00:00,2026-04-05 14:00:00,D0025,TransGo
SH02253,C169,AVO001,1887,Delhi,Vadodara,2026-04-04 21:00:00,2026-04-06 02:00:00,D0662,FastMove
SH02254,C047,AVO001,905,Nagpur,Delhi,2026-04-04 22:00:00,2026-04-05 20:00:00,D0648,FastMove
SH02255,C296,AVO001,1296,Nagpur,Mumbai,2026-04-04 23:00:00,2026-04-06 08:00:00,D0524,BlueLog
SH02256,C300,AVO001,1832,Ahmedabad,Ahmedabad,2026-04-05 00:00:00,2026-04-06 00:00:00,D0202,FastMove
SH02257,C444,AVO001,630,Surat,Ahmedabad,2026-04-05 01:00:00,2026-04-06 06:00:00,D0306,BlueLog
SH02258,C092,AVO001,1766,Vadodara,Surat,2026-04-05 02:00:00,2026-04-06 06:00:00,D0798,BlueLog
SH02259,C373,AVO001,1019,Surat,Ahmedabad,2026-04-05 03:00:00,2026-04-05 11:00:00,D0549,FastMove
SH02260,C048,AVO001,642,Bengaluru,Vadodara,2026-04-05 04:00:00,2026-04-06 10:00:00,D0227,FastMove
SH02261,C070,AVO001,1398,Jaipur,Mumbai,2026-04-05 05:00:00,2026-04-06 16:00:00,D0126,BlueLog
SH02262,C325,AVO001,550,Surat,Nagpur,2026-04-05 06:00:00,2026-04-05 23:00:00,D0079,FastMove
SH02263,C317,AVO001,1440,Bengaluru,Mumbai,2026-04-05 07:00:00,2026-04-06 01:00:00,D0588,FastMove
SH02264,C248,AVO001,1570,Delhi,Mumbai,2026-04-05 08:00:00,2026-04-06 09:00:00,D0073,BlueLog
SH02265,C117,AVO001,1494,Indore,Ahmedabad,2026-04-05 09:00:00,2026-04-06 05:00:00,D0586,FastMove
SH02266,C189,AVO001,559,Nagpur,Delhi,2026-04-05 10:00:00,2026-04-06 02:00:00,D0547,BlueLog
SH02267,C416,AVO001,1054,Bengaluru,Pune,2026-04-05 11:00:00,2026-04-06 14:00:00,D0550,TransGo
SH02268,C257,AVO001,911,Vadodara,Bengaluru,2026-04-05 12:00:00,2026-04-05 20:00:00,D0748,FastMove
SH02269,C120,AVO001,1569,Mumbai,Jaipur,2026-04-05 13:00:00,2026-04-06 10:00:00,D0153,BlueLog
SH02270,C186,AVO001,913,Indore,Vadodara,2026-04-05 14:00:00,2026-04-06 16:00:00,D0152,TransGo
SH02271,C287,AVO001,1842,Bengaluru,Indore,2026-04-05 15:00:00,2026-04-06 11:00:00,D0478,TransGo
SH02272,C332,AVO001,510,Jaipur,Mumbai,2026-04-05 16:00:00,2026-04-06 16:00:00,D0096,FastMove
SH02273,C178,AVO001,1902,Surat,Jaipur,2026-04-05 17:00:00,2026-04-07 02:00:00,D0600,TransGo
SH02274,C268,AVO001,768,Ahmedabad,Bengaluru,2026-04-05 18:00:00,2026-04-06 19:00:00,D0073,FastMove
SH02275,C273,AVO001,1868,Mumbai,Bengaluru,2026-04-05 19:00:00,2026-04-06 03:00:00,D0768,TransGo
SH02276,C435,AVO001,1289,Bengaluru,Nagpur,2026-04-05 20:00:00,2026-04-07 06:00:00,D0356,FastMove
SH02277,C478,AVO001,1822,Bengaluru,Nagpur,2026-04-05 21:00:00,2026-04-06 20:00:00,D0769,TransGo
SH02278,C047,AVO001,782,Delhi,Mumbai,2026-04-05 22:00:00,2026-04-07 03:00:00,D0345,TransGo
SH02279,C069,AVO001,1074,Nagpur,Pune,2026-04-05 23:00:00,2026-04-07 04:00:00,D0526,TransGo
SH02280,C488,AVO001,823,Ahmedabad,Surat,2026-04-06 00:00:00,2026-04-07 07:00:00,D0775,BlueLog
SH02281,C317,AVO001,1071,Jaipur,Ahmedabad,2026-04-06 01:00:00,2026-04-07 05:00:00,D0006,FastMove
SH02282,C480,AVO001,1612,Delhi,Pune,2026-04-06 02:00:00,2026-04-06 20:00:00,D0234,BlueLog
SH02283,C495,AVO001,844,Indore,Jaipur,2026-04-06 03:00:00,2026-04-07 02:00:00,D0221,FastMove
SH02284,C214,AVO001,1079,Jaipur,Jaipur,2026-04-06 04:00:00,2026-04-06 15:00:00,D0374,BlueLog
SH02285,C284,AVO001,747,Surat,Indore,2026-04-06 05:00:00,2026-04-06 21:00:00,D0491,TransGo
SH02286,C437,AVO001,1373,Ahmedabad,Ahmedabad,2026-04-06 06:00:00,2026-04-06 19:00:00,D0219,TransGo
SH02287,C091,AVO001,1464,Nagpur,Indore,2026-04-06 07:00:00,2026-04-07 10:00:00,D0174,BlueLog
SH02288,C357,AVO001,1308,Vadodara,Nagpur,2026-04-06 08:00:00,2026-04-06 19:00:00,D0433,TransGo
SH02289,C233,AVO001,549,Vadodara,Bengaluru,2026-04-06 09:00:00,2026-04-07 18:00:00,D0371,BlueLog
SH02290,C206,AVO001,527,Pune,Nagpur,2026-04-06 10:00:00,2026-04-07 09:00:00,D0635,BlueLog
SH02291,C437,AVO001,1175,Jaipur,Delhi,2026-04-06 11:00:00,2026-04-07 06:00:00,D0192,BlueLog
SH02292,C187,AVO001,665,Surat,Surat,2026-04-06 12:00:00,2026-04-07 00:00:00,D0298,TransGo
SH02293,C439,AVO001,831,Ahmedabad,Ahmedabad,2026-04-06 13:00:00,2026-04-07 01:00:00,D0771,TransGo
SH02294,C390,AVO001,1297,Jaipur,Delhi,2026-04-06 14:00:00,2026-04-07 19:00:00,D0543,FastMove
SH02295,C037,AVO001,1700,Jaipur,Delhi,2026-04-06 15:00:00,2026-04-07 03:00:00,D0151,TransGo
SH02296,C327,AVO001,747,Ahmedabad,Delhi,2026-04-06 16:00:00,2026-04-07 20:00:00,D0467,TransGo
SH02297,C196,AVO001,1213,Ahmedabad,Nagpur,2026-04-06 17:00:00,2026-04-07 05:00:00,D0183,BlueLog
SH02298,C138,AVO001,1102,Ahmedabad,Ahmedabad,2026-04-06 18:00:00,2026-04-08 00:00:00,D0488,BlueLog
SH02299,C458,AVO001,836,Delhi,Pune,2026-04-06 19:00:00,2026-04-07 23:00:00,D0607,TransGo
SH02300,C139,AVO001,1733,Indore,Vadodara,2026-04-06 20:00:00,2026-04-07 08:00:00,D0054,FastMove
SH02301,C151,AVO001,1103,Ahmedabad,Mumbai,2026-04-06 21:00:00,2026-04-08 04:00:00,D0583,FastMove
SH02302,C343,AVO001,807,Mumbai,Vadodara,2026-04-06 22:00:00,2026-04-08 01:00:00,D0292,FastMove
SH02303,C380,AVO001,1513,Delhi,Delhi,2026-04-06 23:00:00,2026-04-07 20:00:00,D0458,BlueLog
SH02304,C019,AVO001,1916,Vadodara,Surat,2026-04-07 00:00:00,2026-04-07 20:00:00,D0657,FastMove
SH02305,C071,AVO001,1580,Vadodara,Mumbai,2026-04-07 01:00:00,2026-04-08 05:00:00,D0432,FastMove
SH02306,C346,AVO001,1325,Mumbai,Indore,2026-04-07 02:00:00,2026-04-07 13:00:00,D0770,TransGo
SH02307,C035,AVO001,1673,Jaipur,Indore,2026-04-07 03:00:00,2026-04-07 20:00:00,D0727,TransGo
SH02308,C122,AVO001,1631,Bengaluru,Vadodara,2026-04-07 04:00:00,2026-04-08 11:00:00,D0030,FastMove
SH02309,C489,AVO001,773,Vadodara,Indore,2026-04-07 05:00:00,2026-04-07 17:00:00,D0657,FastMove
SH02310,C354,AVO001,1787,Indore,Pune,2026-04-07 06:00:00,2026-04-08 03:00:00,D0308,TransGo
SH02311,C342,AVO001,1949,Vadodara,Ahmedabad,2026-04-07 07:00:00,2026-04-08 19:00:00,D0170,TransGo
SH02312,C122,AVO001,743,Jaipur,Surat,2026-04-07 08:00:00,2026-04-08 07:00:00,D0592,BlueLog
SH02313,C333,AVO001,1294,Vadodara,Ahmedabad,2026-04-07 09:00:00,2026-04-08 04:00:00,D0151,BlueLog
SH02314,C281,AVO001,1349,Indore,Delhi,2026-04-07 10:00:00,2026-04-07 22:00:00,D0556,FastMove
SH02315,C151,AVO001,1054,Jaipur,Bengaluru,2026-04-07 11:00:00,2026-04-08 20:00:00,D0569,FastMove
SH02316,C489,AVO001,1378,Delhi,Pune,2026-04-07 12:00:00,2026-04-08 15:00:00,D0380,BlueLog
SH02317,C258,AVO001,1727,Vadodara,Mumbai,2026-04-07 13:00:00,2026-04-08 07:00:00,D0244,FastMove
SH02318,C455,AVO001,1980,Surat,Ahmedabad,2026-04-07 14:00:00,2026-04-08 23:00:00,D0305,TransGo
SH02319,C373,AVO001,1733,Pune,Delhi,2026-04-07 15:00:00,2026-04-08 04:00:00,D0395,TransGo
SH02320,C248,AVO001,860,Mumbai,Indore,2026-04-07 16:00:00,2026-04-09 02:00:00,D0198,TransGo
SH02321,C331,AVO001,1998,Indore,Mumbai,2026-04-07 17:00:00,2026-04-08 03:00:00,D0090,TransGo
SH02322,C187,AVO001,1997,Indore,Bengaluru,2026-04-07 18:00:00,2026-04-09 01:00:00,D0322,TransGo
SH02323,C232,AVO001,1379,Delhi,Pune,2026-04-07 19:00:00,2026-04-08 09:00:00,D0386,FastMove
SH02324,C037,AVO001,1601,Indore,Delhi,2026-04-07 20:00:00,2026-04-08 21:00:00,D0775,BlueLog
SH02325,C165,AVO001,1906,Jaipur,Mumbai,2026-04-07 21:00:00,2026-04-09 03:00:00,D0361,TransGo
SH02326,C191,AVO001,1920,Pune,Mumbai,2026-04-07 22:00:00,2026-04-08 14:00:00,D0532,BlueLog
SH02327,C208,AVO001,775,Nagpur,Vadodara,2026-04-07 23:00:00,2026-04-08 17:00:00,D0540,TransGo
SH02328,C393,AVO001,783,Bengaluru,Mumbai,2026-04-08 00:00:00,2026-04-08 14:00:00,D0377,FastMove
SH02329,C371,AVO001,1858,Mumbai,Surat,2026-04-08 01:00:00,2026-04-09 04:00:00,D0060,TransGo
SH02330,C494,AVO001,1275,Pune,Vadodara,2026-04-08 02:00:00,2026-04-09 02:00:00,D0783,FastMove
SH02331,C268,AVO001,1982,Bengaluru,Pune,2026-04-08 03:00:00,2026-04-08 23:00:00,D0672,TransGo
SH02332,C476,AVO001,782,Mumbai,Indore,2026-04-08 04:00:00,2026-04-08 16:00:00,D0055,BlueLog
SH02333,C383,AVO001,1447,Pune,Ahmedabad,2026-04-08 05:00:00,2026-04-09 06:00:00,D0175,BlueLog
SH02334,C094,AVO001,1132,Vadodara,Indore,2026-04-08 06:00:00,2026-04-09 04:00:00,D0605,FastMove
SH02335,C319,AVO001,609,Bengaluru,Indore,2026-04-08 07:00:00,2026-04-09 00:00:00,D0333,BlueLog
SH02336,C323,AVO001,1482,Vadodara,Ahmedabad,2026-04-08 08:00:00,2026-04-09 06:00:00,D0744,FastMove
SH02337,C022,AVO001,1834,Jaipur,Vadodara,2026-04-08 09:00:00,2026-04-09 02:00:00,D0531,FastMove
SH02338,C294,AVO001,1195,Indore,Ahmedabad,2026-04-08 10:00:00,2026-04-09 08:00:00,D0219,FastMove
SH02339,C380,AVO001,1217,Ahmedabad,Pune,2026-04-08 11:00:00,2026-04-09 02:00:00,D0720,TransGo
SH02340,C296,AVO001,881,Indore,Pune,2026-04-08 12:00:00,2026-04-09 22:00:00,D0291,TransGo
SH02341,C359,AVO001,1613,Pune,Bengaluru,2026-04-08 13:00:00,2026-04-09 08:00:00,D0530,TransGo
SH02342,C089,AVO001,1106,Nagpur,Jaipur,2026-04-08 14:00:00,2026-04-08 22:00:00,D0436,FastMove
SH02343,C167,AVO001,1400,Vadodara,Vadodara,2026-04-08 15:00:00,2026-04-09 08:00:00,D0630,TransGo
SH02344,C154,AVO001,1898,Mumbai,Surat,2026-04-08 16:00:00,2026-04-10 03:00:00,D0629,TransGo
SH02345,C257,AVO001,716,Indore,Mumbai,2026-04-08 17:00:00,2026-04-09 11:00:00,D0724,FastMove
SH02346,C259,AVO001,839,Delhi,Pune,2026-04-08 18:00:00,2026-04-09 20:00:00,D0463,TransGo
SH02347,C358,AVO001,761,Mumbai,Vadodara,2026-04-08 19:00:00,2026-04-09 07:00:00,D0617,TransGo
SH02348,C021,AVO001,775,Mumbai,Pune,2026-04-08 20:00:00,2026-04-10 07:00:00,D0259,BlueLog
SH02349,C069,AVO001,1690,Bengaluru,Surat,2026-04-08 21:00:00,2026-04-09 22:00:00,D0558,BlueLog
SH02350,C087,AVO001,931,Nagpur,Ahmedabad,2026-04-08 22:00:00,2026-04-10 02:00:00,D0274,FastMove
SH02351,C402,AVO001,799,Delhi,Ahmedabad,2026-04-08 23:00:00,2026-04-10 04:00:00,D0446,TransGo
SH02352,C235,AVO001,1987,Bengaluru,Surat,2026-04-09 00:00:00,2026-04-09 23:00:00,D0314,BlueLog
SH02353,C051,AVO001,836,Delhi,Bengaluru,2026-04-09 01:00:00,2026-04-10 01:00:00,D0127,TransGo
SH02354,C049,AVO001,1330,Delhi,Delhi,2026-04-09 02:00:00,2026-04-10 14:00:00,D0070,TransGo
SH02355,C065,AVO001,855,Mumbai,Delhi,2026-04-09 03:00:00,2026-04-09 11:00:00,D0184,FastMove
SH02356,C036,AVO001,1798,Nagpur,Delhi,2026-04-09 04:00:00,2026-04-10 01:00:00,D0140,TransGo
SH02357,C089,AVO001,1908,Indore,Mumbai,2026-04-09 05:00:00,2026-04-10 04:00:00,D0248,BlueLog
SH02358,C203,AVO001,1269,Ahmedabad,Mumbai,2026-04-09 06:00:00,2026-04-09 18:00:00,D0350,TransGo
SH02359,C392,AVO001,1619,Nagpur,Surat,2026-04-09 07:00:00,2026-04-10 12:00:00,D0204,TransGo
SH02360,C049,AVO001,1632,Vadodara,Pune,2026-04-09 08:00:00,2026-04-10 10:00:00,D0221,TransGo
SH02361,C380,AVO001,1530,Nagpur,Jaipur,2026-04-09 09:00:00,2026-04-10 21:00:00,D0726,TransGo
SH02362,C229,AVO001,581,Bengaluru,Nagpur,2026-04-09 10:00:00,2026-04-10 18:00:00,D0608,FastMove
SH02363,C204,AVO001,1277,Nagpur,Indore,2026-04-09 11:00:00,2026-04-09 23:00:00,D0782,TransGo
SH02364,C112,AVO001,1041,Delhi,Vadodara,2026-04-09 12:00:00,2026-04-10 17:00:00,D0719,BlueLog
SH02365,C162,AVO001,1987,Jaipur,Nagpur,2026-04-09 13:00:00,2026-04-11 01:00:00,D0660,BlueLog
SH02366,C261,AVO001,1663,Indore,Mumbai,2026-04-09 14:00:00,2026-04-10 05:00:00,D0756,BlueLog
SH02367,C074,AVO001,549,Pune,Surat,2026-04-09 15:00:00,2026-04-10 12:00:00,D0587,FastMove
SH02368,C143,AVO001,503,Mumbai,Surat,2026-04-09 16:00:00,2026-04-10 19:00:00,D0592,FastMove
SH02369,C095,AVO001,1606,Vadodara,Surat,2026-04-09 17:00:00,2026-04-10 14:00:00,D0508,BlueLog
SH02370,C150,AVO001,1046,Pune,Indore,2026-04-09 18:00:00,2026-04-10 13:00:00,D0250,FastMove
SH02371,C411,AVO001,1960,Ahmedabad,Delhi,2026-04-09 19:00:00,2026-04-10 09:00:00,D0469,BlueLog
SH02372,C406,AVO001,1047,Delhi,Indore,2026-04-09 20:00:00,2026-04-11 01:00:00,D0202,BlueLog
SH02373,C220,AVO001,870,Delhi,Indore,2026-04-09 21:00:00,2026-04-10 05:00:00,D0464,TransGo
SH02374,C477,AVO001,1910,Jaipur,Vadodara,2026-04-09 22:00:00,2026-04-10 12:00:00,D0567,FastMove
SH02375,C091,AVO001,1405,Bengaluru,Vadodara,2026-04-09 23:00:00,2026-04-10 12:00:00,D0725,TransGo
SH02376,C217,AVO001,942,Ahmedabad,Surat,2026-04-10 00:00:00,2026-04-10 10:00:00,D0660,BlueLog
SH02377,C480,AVO001,842,Delhi,Jaipur,2026-04-10 01:00:00,2026-04-11 09:00:00,D0230,TransGo
SH02378,C106,AVO001,501,Indore,Delhi,2026-04-10 02:00:00,2026-04-11 02:00:00,D0585,BlueLog
SH02379,C150,AVO001,1533,Bengaluru,Nagpur,2026-04-10 03:00:00,2026-04-11 09:00:00,D0158,BlueLog
SH02380,C116,AVO001,1825,Nagpur,Mumbai,2026-04-10 04:00:00,2026-04-11 08:00:00,D0164,TransGo
SH02381,C477,AVO001,1352,Indore,Mumbai,2026-04-10 05:00:00,2026-04-11 07:00:00,D0343,BlueLog
SH02382,C268,AVO001,1798,Vadodara,Surat,2026-04-10 06:00:00,2026-04-11 03:00:00,D0321,TransGo
SH02383,C372,AVO001,1655,Vadodara,Bengaluru,2026-04-10 07:00:00,2026-04-11 19:00:00,D0157,FastMove
SH02384,C345,AVO001,869,Delhi,Delhi,2026-04-10 08:00:00,2026-04-10 20:00:00,D0129,TransGo
SH02385,C368,AVO001,1483,Indore,Bengaluru,2026-04-10 09:00:00,2026-04-11 05:00:00,D0414,TransGo
SH02386,C092,AVO001,1060,Indore,Jaipur,2026-04-10 10:00:00,2026-04-11 04:00:00,D0634,TransGo
SH02387,C405,AVO001,790,Delhi,Mumbai,2026-04-10 11:00:00,2026-04-11 14:00:00,D0146,BlueLog
SH02388,C056,AVO001,1546,Ahmedabad,Vadodara,2026-04-10 12:00:00,2026-04-11 17:00:00,D0290,BlueLog
SH02389,C423,AVO001,1980,Surat,Bengaluru,2026-04-10 13:00:00,2026-04-10 21:00:00,D0406,BlueLog
SH02390,C440,AVO001,1396,Mumbai,Indore,2026-04-10 14:00:00,2026-04-11 02:00:00,D0320,TransGo
SH02391,C305,AVO001,722,Pune,Pune,2026-04-10 15:00:00,2026-04-12 03:00:00,D0077,TransGo
SH02392,C332,AVO001,734,Mumbai,Pune,2026-04-10 16:00:00,2026-04-12 04:00:00,D0535,TransGo
SH02393,C004,AVO001,1519,Bengaluru,Mumbai,2026-04-10 17:00:00,2026-04-11 23:00:00,D0759,FastMove
SH02394,C313,AVO001,788,Surat,Nagpur,2026-04-10 18:00:00,2026-04-11 02:00:00,D0336,FastMove
SH02395,C390,AVO001,1687,Pune,Bengaluru,2026-04-10 19:00:00,2026-04-11 08:00:00,D0510,TransGo
SH02396,C458,AVO001,748,Vadodara,Pune,2026-04-10 20:00:00,2026-04-11 14:00:00,D0667,FastMove
SH02397,C117,AVO001,1537,Mumbai,Surat,2026-04-10 21:00:00,2026-04-11 20:00:00,D0169,FastMove
SH02398,C463,AVO001,614,Bengaluru,Nagpur,2026-04-10 22:00:00,2026-04-11 09:00:00,D0601,TransGo
SH02399,C142,AVO001,1144,Vadodara,Delhi,2026-04-10 23:00:00,2026-04-11 18:00:00,D0283,BlueLog
SH02400,C149,AVO001,1722,Bengaluru,Jaipur,2026-04-11 00:00:00,2026-04-11 20:00:00,D0721,BlueLog
SH02401,C432,AVO001,1794,Delhi,Mumbai,2026-04-11 01:00:00,2026-04-12 05:00:00,D0451,BlueLog
SH02402,C239,AVO001,1844,Vadodara,Mumbai,2026-04-11 02:00:00,2026-04-12 03:00:00,D0414,FastMove
SH02403,C327,AVO001,1574,Vadodara,Ahmedabad,2026-04-11 03:00:00,2026-04-12 01:00:00,D0459,BlueLog
SH02404,C342,AVO001,1417,Surat,Jaipur,2026-04-11 04:00:00,2026-04-11 21:00:00,D0799,TransGo
SH02405,C144,AVO001,623,Surat,Ahmedabad,2026-04-11 05:00:00,2026-04-12 02:00:00,D0280,BlueLog
SH02406,C470,AVO001,1894,Indore,Delhi,2026-04-11 06:00:00,2026-04-12 00:00:00,D0418,FastMove
